,step,name,type,value,0
11089,,,,,Fairness index
11090,,,,,metric
11091,,,,,0.847107
11092,,,,,531
11093,,,,,Observation 0
11094,,,,,metric
11095,,,,,0.5343560850123564
11096,,,,,531
11097,,,,,loss
11098,,,,,metric
11099,,,,,0.0019715044495023848
11100,,,,,531
11101,,,,,Observation 1
11102,,,,,metric
11103,,,,,0.022560595169907577
11104,,,,,531
11105,,,,,loss
11106,,,,,metric
11107,,,,,0.0019715044495023848
11108,,,,,532
11109,,,,,Round reward
11110,,,,,metric
11111,,,,,0.551025390625
11112,,,,,532
11113,,,,,Per-ep reward
11114,,,,,metric
11115,,,,,259.086181640625
11116,,,,,532
11117,,,,,Megabytes sent
11118,,,,,metric
11119,,,,,88.42840546369553
11120,,,,,532
11121,,,,,Round megabytes sent
11122,,,,,metric
11123,,,,,0.413269
11124,,,,,532
11125,,,,,Chosen CW
11126,,,,,metric
11127,,,,,64.0
11128,,,,,532
11129,,,,,Station count
11130,,,,,metric
11131,,,,,7.0
11132,,,,,532
11133,,,,,Current throughput
11134,,,,,metric
11135,,,,,38.24414
11136,,,,,532
11137,,,,,Fairness index
11138,,,,,metric
11139,,,,,0.849894
11140,,,,,532
11141,,,,,Observation 0
11142,,,,,metric
11143,,,,,0.5343232947091261
11144,,,,,532
11145,,,,,loss
11146,,,,,metric
11147,,,,,0.0019715044495023848
11148,,,,,532
11149,,,,,Observation 1
11150,,,,,metric
11151,,,,,0.02247269331265595
11152,,,,,532
11153,,,,,loss
11154,,,,,metric
11155,,,,,0.0019715044495023848
11156,,,,,533
11157,,,,,Round reward
11158,,,,,metric
11159,,,,,0.461669921875
11160,,,,,533
11161,,,,,Per-ep reward
11162,,,,,metric
11163,,,,,259.5478515625
11164,,,,,533
11165,,,,,Megabytes sent
11166,,,,,metric
11167,,,,,88.77465745806694
11168,,,,,533
11169,,,,,Round megabytes sent
11170,,,,,metric
11171,,,,,0.346252
11172,,,,,533
11173,,,,,Chosen CW
11174,,,,,metric
11175,,,,,64.0
11176,,,,,533
11177,,,,,Station count
11178,,,,,metric
11179,,,,,7.0
11180,,,,,533
11181,,,,,Current throughput
11182,,,,,metric
11183,,,,,38.188293
11184,,,,,533
11185,,,,,Fairness index
11186,,,,,metric
11187,,,,,0.854197
11188,,,,,533
11189,,,,,Observation 0
11190,,,,,metric
11191,,,,,0.53424950376153
11192,,,,,533
11193,,,,,loss
11194,,,,,metric
11195,,,,,0.0019715044495023848
11196,,,,,533
11197,,,,,Observation 1
11198,,,,,metric
11199,,,,,0.022484200068170753
11200,,,,,533
11201,,,,,loss
11202,,,,,metric
11203,,,,,0.0019715044495023848
11204,,,,,534
11205,,,,,Round reward
11206,,,,,metric
11207,,,,,0.461669921875
11208,,,,,534
11209,,,,,Per-ep reward
11210,,,,,metric
11211,,,,,260.009521484375
11212,,,,,534
11213,,,,,Megabytes sent
11214,,,,,metric
11215,,,,,89.12090945243835
11216,,,,,534
11217,,,,,Round megabytes sent
11218,,,,,metric
11219,,,,,0.346252
11220,,,,,534
11221,,,,,Chosen CW
11222,,,,,metric
11223,,,,,64.0
11224,,,,,534
11225,,,,,Station count
11226,,,,,metric
11227,,,,,7.0
11228,,,,,534
11229,,,,,Current throughput
11230,,,,,metric
11231,,,,,38.165955
11232,,,,,534
11233,,,,,Fairness index
11234,,,,,metric
11235,,,,,0.857035
11236,,,,,534
11237,,,,,Observation 0
11238,,,,,metric
11239,,,,,0.5343944870928923
11240,,,,,534
11241,,,,,loss
11242,,,,,metric
11243,,,,,0.0019715044495023848
11244,,,,,534
11245,,,,,Observation 1
11246,,,,,metric
11247,,,,,0.022552901393252906
11248,,,,,534
11249,,,,,loss
11250,,,,,metric
11251,,,,,0.0019715044495023848
11252,,,,,535
11253,,,,,Round reward
11254,,,,,metric
11255,,,,,0.56591796875
11256,,,,,535
11257,,,,,Per-ep reward
11258,,,,,metric
11259,,,,,260.575439453125
11260,,,,,535
11261,,,,,Megabytes sent
11262,,,,,metric
11263,,,,,89.5453474521637
11264,,,,,535
11265,,,,,Round megabytes sent
11266,,,,,metric
11267,,,,,0.424438
11268,,,,,535
11269,,,,,Chosen CW
11270,,,,,metric
11271,,,,,64.0
11272,,,,,535
11273,,,,,Station count
11274,,,,,metric
11275,,,,,7.0
11276,,,,,535
11277,,,,,Current throughput
11278,,,,,metric
11279,,,,,38.19946
11280,,,,,535
11281,,,,,Fairness index
11282,,,,,metric
11283,,,,,0.859388
11284,,,,,535
11285,,,,,Observation 0
11286,,,,,metric
11287,,,,,0.5344728245834509
11288,,,,,535
11289,,,,,loss
11290,,,,,metric
11291,,,,,0.0019715044495023848
11292,,,,,535
11293,,,,,Observation 1
11294,,,,,metric
11295,,,,,0.0225670749964585
11296,,,,,535
11297,,,,,loss
11298,,,,,metric
11299,,,,,0.0019715044495023848
11300,,,,,536
11301,,,,,Round reward
11302,,,,,metric
11303,,,,,0.5361328125
11304,,,,,536
11305,,,,,Per-ep reward
11306,,,,,metric
11307,,,,,261.111572265625
11308,,,,,536
11309,,,,,Megabytes sent
11310,,,,,metric
11311,,,,,89.94744744896889
11312,,,,,536
11313,,,,,Round megabytes sent
11314,,,,,metric
11315,,,,,0.4021
11316,,,,,536
11317,,,,,Chosen CW
11318,,,,,metric
11319,,,,,64.0
11320,,,,,536
11321,,,,,Station count
11322,,,,,metric
11323,,,,,7.0
11324,,,,,536
11325,,,,,Current throughput
11326,,,,,metric
11327,,,,,38.210632
11328,,,,,536
11329,,,,,Fairness index
11330,,,,,metric
11331,,,,,0.862925
11332,,,,,536
11333,,,,,Observation 0
11334,,,,,metric
11335,,,,,0.534415577898423
11336,,,,,536
11337,,,,,loss
11338,,,,,metric
11339,,,,,0.0019715044495023848
11340,,,,,536
11341,,,,,Observation 1
11342,,,,,metric
11343,,,,,0.022649314762416578
11344,,,,,536
11345,,,,,loss
11346,,,,,metric
11347,,,,,0.0019715044495023848
11348,,,,,537
11349,,,,,Round reward
11350,,,,,metric
11351,,,,,0.5361328125
11352,,,,,537
11353,,,,,Per-ep reward
11354,,,,,metric
11355,,,,,261.647705078125
11356,,,,,537
11357,,,,,Megabytes sent
11358,,,,,metric
11359,,,,,90.34954744577408
11360,,,,,537
11361,,,,,Round megabytes sent
11362,,,,,metric
11363,,,,,0.4021
11364,,,,,537
11365,,,,,Chosen CW
11366,,,,,metric
11367,,,,,64.0
11368,,,,,537
11369,,,,,Station count
11370,,,,,metric
11371,,,,,7.0
11372,,,,,537
11373,,,,,Current throughput
11374,,,,,metric
11375,,,,,38.210632
11376,,,,,537
11377,,,,,Fairness index
11378,,,,,metric
11379,,,,,0.865973
11380,,,,,537
11381,,,,,Observation 0
11382,,,,,metric
11383,,,,,0.5346763263146083
11384,,,,,537
11385,,,,,loss
11386,,,,,metric
11387,,,,,0.0019715044495023848
11388,,,,,537
11389,,,,,Observation 1
11390,,,,,metric
11391,,,,,0.022620330852913866
11392,,,,,537
11393,,,,,loss
11394,,,,,metric
11395,,,,,0.0019715044495023848
11396,,,,,538
11397,,,,,Round reward
11398,,,,,metric
11399,,,,,0.491455078125
11400,,,,,538
11401,,,,,Per-ep reward
11402,,,,,metric
11403,,,,,262.13916015625
11404,,,,,538
11405,,,,,Megabytes sent
11406,,,,,metric
11407,,,,,90.7181384563446
11408,,,,,538
11409,,,,,Round megabytes sent
11410,,,,,metric
11411,,,,,0.368591
11412,,,,,538
11413,,,,,Chosen CW
11414,,,,,metric
11415,,,,,64.0
11416,,,,,538
11417,,,,,Station count
11418,,,,,metric
11419,,,,,7.0
11420,,,,,538
11421,,,,,Current throughput
11422,,,,,metric
11423,,,,,38.23297
11424,,,,,538
11425,,,,,Fairness index
11426,,,,,metric
11427,,,,,0.869707
11428,,,,,538
11429,,,,,Observation 0
11430,,,,,metric
11431,,,,,0.5346020780007045
11432,,,,,538
11433,,,,,loss
11434,,,,,metric
11435,,,,,0.0019715044495023848
11436,,,,,538
11437,,,,,Observation 1
11438,,,,,metric
11439,,,,,0.022519247557024044
11440,,,,,538
11441,,,,,loss
11442,,,,,metric
11443,,,,,0.0019715044495023848
11444,,,,,539
11445,,,,,Round reward
11446,,,,,metric
11447,,,,,0.5361328125
11448,,,,,539
11449,,,,,Per-ep reward
11450,,,,,metric
11451,,,,,262.67529296875
11452,,,,,539
11453,,,,,Megabytes sent
11454,,,,,metric
11455,,,,,91.1202384531498
11456,,,,,539
11457,,,,,Round megabytes sent
11458,,,,,metric
11459,,,,,0.4021
11460,,,,,539
11461,,,,,Chosen CW
11462,,,,,metric
11463,,,,,64.0
11464,,,,,539
11465,,,,,Station count
11466,,,,,metric
11467,,,,,7.0
11468,,,,,539
11469,,,,,Current throughput
11470,,,,,metric
11471,,,,,38.255306
11472,,,,,539
11473,,,,,Fairness index
11474,,,,,metric
11475,,,,,0.872525
11476,,,,,539
11477,,,,,Observation 0
11478,,,,,metric
11479,,,,,0.5348425514499346
11480,,,,,539
11481,,,,,loss
11482,,,,,metric
11483,,,,,0.0019715044495023848
11484,,,,,539
11485,,,,,Observation 1
11486,,,,,metric
11487,,,,,0.022572489153716905
11488,,,,,539
11489,,,,,loss
11490,,,,,metric
11491,,,,,0.0019715044495023848
11492,,,,,540
11493,,,,,Round reward
11494,,,,,metric
11495,,,,,0.5361328125
11496,,,,,540
11497,,,,,Per-ep reward
11498,,,,,metric
11499,,,,,263.21142578125
11500,,,,,540
11501,,,,,Megabytes sent
11502,,,,,metric
11503,,,,,91.52233844995499
11504,,,,,540
11505,,,,,Round megabytes sent
11506,,,,,metric
11507,,,,,0.4021
11508,,,,,540
11509,,,,,Chosen CW
11510,,,,,metric
11511,,,,,64.0
11512,,,,,540
11513,,,,,Station count
11514,,,,,metric
11515,,,,,7.0
11516,,,,,540
11517,,,,,Current throughput
11518,,,,,metric
11519,,,,,38.266476
11520,,,,,540
11521,,,,,Fairness index
11522,,,,,metric
11523,,,,,0.875241
11524,,,,,540
11525,,,,,Observation 0
11526,,,,,metric
11527,,,,,0.5347829787929852
11528,,,,,540
11529,,,,,loss
11530,,,,,metric
11531,,,,,0.0019715044495023848
11532,,,,,540
11533,,,,,Observation 1
11534,,,,,metric
11535,,,,,0.022535575294971407
11536,,,,,540
11537,,,,,loss
11538,,,,,metric
11539,,,,,0.0019715044495023848
11540,,,,,541
11541,,,,,Round reward
11542,,,,,metric
11543,,,,,0.491455078125
11544,,,,,541
11545,,,,,Per-ep reward
11546,,,,,metric
11547,,,,,263.702880859375
11548,,,,,541
11549,,,,,Megabytes sent
11550,,,,,metric
11551,,,,,91.89092946052551
11552,,,,,541
11553,,,,,Round megabytes sent
11554,,,,,metric
11555,,,,,0.368591
11556,,,,,541
11557,,,,,Chosen CW
11558,,,,,metric
11559,,,,,64.0
11560,,,,,541
11561,,,,,Station count
11562,,,,,metric
11563,,,,,7.0
11564,,,,,541
11565,,,,,Current throughput
11566,,,,,metric
11567,,,,,38.28882
11568,,,,,541
11569,,,,,Fairness index
11570,,,,,metric
11571,,,,,0.877791
11572,,,,,541
11573,,,,,Observation 0
11574,,,,,metric
11575,,,,,0.5347854312260946
11576,,,,,541
11577,,,,,loss
11578,,,,,metric
11579,,,,,0.0019715044495023848
11580,,,,,541
11581,,,,,Observation 1
11582,,,,,metric
11583,,,,,0.022594732071077567
11584,,,,,541
11585,,,,,loss
11586,,,,,metric
11587,,,,,0.0019715044495023848
11588,,,,,542
11589,,,,,Round reward
11590,,,,,metric
11591,,,,,0.521240234375
11592,,,,,542
11593,,,,,Per-ep reward
11594,,,,,metric
11595,,,,,264.22412109375
11596,,,,,542
11597,,,,,Megabytes sent
11598,,,,,metric
11599,,,,,92.28185945749283
11600,,,,,542
11601,,,,,Round megabytes sent
11602,,,,,metric
11603,,,,,0.39093
11604,,,,,542
11605,,,,,Chosen CW
11606,,,,,metric
11607,,,,,64.0
11608,,,,,542
11609,,,,,Station count
11610,,,,,metric
11611,,,,,7.0
11612,,,,,542
11613,,,,,Current throughput
11614,,,,,metric
11615,,,,,38.311157
11616,,,,,542
11617,,,,,Fairness index
11618,,,,,metric
11619,,,,,0.881368
11620,,,,,542
11621,,,,,Observation 0
11622,,,,,metric
11623,,,,,0.5348886249462763
11624,,,,,542
11625,,,,,loss
11626,,,,,metric
11627,,,,,0.0019715044495023848
11628,,,,,542
11629,,,,,Observation 1
11630,,,,,metric
11631,,,,,0.022637581379140563
11632,,,,,542
11633,,,,,loss
11634,,,,,metric
11635,,,,,0.0019715044495023848
11636,,,,,543
11637,,,,,Round reward
11638,,,,,metric
11639,,,,,0.4765625
11640,,,,,543
11641,,,,,Per-ep reward
11642,,,,,metric
11643,,,,,264.70068359375
11644,,,,,543
11645,,,,,Megabytes sent
11646,,,,,metric
11647,,,,,92.63928145170212
11648,,,,,543
11649,,,,,Round megabytes sent
11650,,,,,metric
11651,,,,,0.357422
11652,,,,,543
11653,,,,,Chosen CW
11654,,,,,metric
11655,,,,,64.0
11656,,,,,543
11657,,,,,Station count
11658,,,,,metric
11659,,,,,7.0
11660,,,,,543
11661,,,,,Current throughput
11662,,,,,metric
11663,,,,,38.26648
11664,,,,,543
11665,,,,,Fairness index
11666,,,,,metric
11667,,,,,0.884537
11668,,,,,543
11669,,,,,Observation 0
11670,,,,,metric
11671,,,,,0.5350471626718839
11672,,,,,543
11673,,,,,loss
11674,,,,,metric
11675,,,,,0.0019715044495023848
11676,,,,,543
11677,,,,,Observation 1
11678,,,,,metric
11679,,,,,0.02273314921214198
11680,,,,,543
11681,,,,,loss
11682,,,,,metric
11683,,,,,0.0019715044495023848
11684,,,,,544
11685,,,,,Round reward
11686,,,,,metric
11687,,,,,0.4765625
11688,,,,,544
11689,,,,,Per-ep reward
11690,,,,,metric
11691,,,,,265.17724609375
11692,,,,,544
11693,,,,,Megabytes sent
11694,,,,,metric
11695,,,,,92.99670344591141
11696,,,,,544
11697,,,,,Round megabytes sent
11698,,,,,metric
11699,,,,,0.357422
11700,,,,,544
11701,,,,,Chosen CW
11702,,,,,metric
11703,,,,,64.0
11704,,,,,544
11705,,,,,Station count
11706,,,,,metric
11707,,,,,7.0
11708,,,,,544
11709,,,,,Current throughput
11710,,,,,metric
11711,,,,,38.255314
11712,,,,,544
11713,,,,,Fairness index
11714,,,,,metric
11715,,,,,0.887444
11716,,,,,544
11717,,,,,Observation 0
11718,,,,,metric
11719,,,,,0.5351780183116595
11720,,,,,544
11721,,,,,loss
11722,,,,,metric
11723,,,,,0.0019715044495023848
11724,,,,,544
11725,,,,,Observation 1
11726,,,,,metric
11727,,,,,0.022752009968668708
11728,,,,,544
11729,,,,,loss
11730,,,,,metric
11731,,,,,0.0019715044495023848
11732,,,,,545
11733,,,,,Round reward
11734,,,,,metric
11735,,,,,0.4765625
11736,,,,,545
11737,,,,,Per-ep reward
11738,,,,,metric
11739,,,,,265.65380859375
11740,,,,,545
11741,,,,,Megabytes sent
11742,,,,,metric
11743,,,,,93.3541254401207
11744,,,,,545
11745,,,,,Round megabytes sent
11746,,,,,metric
11747,,,,,0.357422
11748,,,,,545
11749,,,,,Chosen CW
11750,,,,,metric
11751,,,,,64.0
11752,,,,,545
11753,,,,,Station count
11754,,,,,metric
11755,,,,,7.0
11756,,,,,545
11757,,,,,Current throughput
11758,,,,,metric
11759,,,,,38.2218
11760,,,,,545
11761,,,,,Fairness index
11762,,,,,metric
11763,,,,,0.890319
11764,,,,,545
11765,,,,,Observation 0
11766,,,,,metric
11767,,,,,0.5354775822162628
11768,,,,,545
11769,,,,,loss
11770,,,,,metric
11771,,,,,0.0019715044495023848
11772,,,,,545
11773,,,,,Observation 1
11774,,,,,metric
11775,,,,,0.022967536240018068
11776,,,,,545
11777,,,,,loss
11778,,,,,metric
11779,,,,,0.0019715044495023848
11780,,,,,546
11781,,,,,Round reward
11782,,,,,metric
11783,,,,,0.5361328125
11784,,,,,546
11785,,,,,Per-ep reward
11786,,,,,metric
11787,,,,,266.18994140625
11788,,,,,546
11789,,,,,Megabytes sent
11790,,,,,metric
11791,,,,,93.75622543692589
11792,,,,,546
11793,,,,,Round megabytes sent
11794,,,,,metric
11795,,,,,0.4021
11796,,,,,546
11797,,,,,Chosen CW
11798,,,,,metric
11799,,,,,64.0
11800,,,,,546
11801,,,,,Station count
11802,,,,,metric
11803,,,,,7.0
11804,,,,,546
11805,,,,,Current throughput
11806,,,,,metric
11807,,,,,38.232975
11808,,,,,546
11809,,,,,Fairness index
11810,,,,,metric
11811,,,,,0.892685
11812,,,,,546
11813,,,,,Observation 0
11814,,,,,metric
11815,,,,,0.5355943074822427
11816,,,,,546
11817,,,,,loss
11818,,,,,metric
11819,,,,,0.0019715044495023848
11820,,,,,546
11821,,,,,Observation 1
11822,,,,,metric
11823,,,,,0.022939750555349137
11824,,,,,546
11825,,,,,loss
11826,,,,,metric
11827,,,,,0.0019715044495023848
11828,,,,,547
11829,,,,,Round reward
11830,,,,,metric
11831,,,,,0.4765625
11832,,,,,547
11833,,,,,Per-ep reward
11834,,,,,metric
11835,,,,,266.66650390625
11836,,,,,547
11837,,,,,Megabytes sent
11838,,,,,metric
11839,,,,,94.11364743113518
11840,,,,,547
11841,,,,,Round megabytes sent
11842,,,,,metric
11843,,,,,0.357422
11844,,,,,547
11845,,,,,Chosen CW
11846,,,,,metric
11847,,,,,64.0
11848,,,,,547
11849,,,,,Station count
11850,,,,,metric
11851,,,,,7.0
11852,,,,,547
11853,,,,,Current throughput
11854,,,,,metric
11855,,,,,38.188293
11856,,,,,547
11857,,,,,Fairness index
11858,,,,,metric
11859,,,,,0.895403
11860,,,,,547
11861,,,,,Observation 0
11862,,,,,metric
11863,,,,,0.5355925020575523
11864,,,,,547
11865,,,,,loss
11866,,,,,metric
11867,,,,,0.0019715044495023848
11868,,,,,547
11869,,,,,Observation 1
11870,,,,,metric
11871,,,,,0.022969725530468194
11872,,,,,547
11873,,,,,loss
11874,,,,,metric
11875,,,,,0.0019715044495023848
11876,,,,,548
11877,,,,,Round reward
11878,,,,,metric
11879,,,,,0.491455078125
11880,,,,,548
11881,,,,,Per-ep reward
11882,,,,,metric
11883,,,,,267.157958984375
11884,,,,,548
11885,,,,,Megabytes sent
11886,,,,,metric
11887,,,,,94.4822384417057
11888,,,,,548
11889,,,,,Round megabytes sent
11890,,,,,metric
11891,,,,,0.368591
11892,,,,,548
11893,,,,,Chosen CW
11894,,,,,metric
11895,,,,,64.0
11896,,,,,548
11897,,,,,Station count
11898,,,,,metric
11899,,,,,7.0
11900,,,,,548
11901,,,,,Current throughput
11902,,,,,metric
11903,,,,,38.188293
11904,,,,,548
11905,,,,,Fairness index
11906,,,,,metric
11907,,,,,0.897936
11908,,,,,548
11909,,,,,Observation 0
11910,,,,,metric
11911,,,,,0.5356814638773599
11912,,,,,548
11913,,,,,loss
11914,,,,,metric
11915,,,,,0.0019715044495023848
11916,,,,,548
11917,,,,,Observation 1
11918,,,,,metric
11919,,,,,0.02296550707995021
11920,,,,,548
11921,,,,,loss
11922,,,,,metric
11923,,,,,0.0019715044495023848
11924,,,,,549
11925,,,,,Round reward
11926,,,,,metric
11927,,,,,0.521240234375
11928,,,,,549
11929,,,,,Per-ep reward
11930,,,,,metric
11931,,,,,267.67919921875
11932,,,,,549
11933,,,,,Megabytes sent
11934,,,,,metric
11935,,,,,94.87316843867302
11936,,,,,549
11937,,,,,Round megabytes sent
11938,,,,,metric
11939,,,,,0.39093
11940,,,,,549
11941,,,,,Chosen CW
11942,,,,,metric
11943,,,,,64.0
11944,,,,,549
11945,,,,,Station count
11946,,,,,metric
11947,,,,,7.0
11948,,,,,549
11949,,,,,Current throughput
11950,,,,,metric
11951,,,,,38.232975
11952,,,,,549
11953,,,,,Fairness index
11954,,,,,metric
11955,,,,,0.900656
11956,,,,,549
11957,,,,,Observation 0
11958,,,,,metric
11959,,,,,0.5359203833341598
11960,,,,,549
11961,,,,,loss
11962,,,,,metric
11963,,,,,0.0019715044495023848
11964,,,,,549
11965,,,,,Observation 1
11966,,,,,metric
11967,,,,,0.023124624645489825
11968,,,,,549
11969,,,,,loss
11970,,,,,metric
11971,,,,,0.0019715044495023848
11972,,,,,550
11973,,,,,Round reward
11974,,,,,metric
11975,,,,,0.521240234375
11976,,,,,550
11977,,,,,Per-ep reward
11978,,,,,metric
11979,,,,,268.200439453125
11980,,,,,550
11981,,,,,Megabytes sent
11982,,,,,metric
11983,,,,,95.26409843564034
11984,,,,,550
11985,,,,,Round megabytes sent
11986,,,,,metric
11987,,,,,0.39093
11988,,,,,550
11989,,,,,Chosen CW
11990,,,,,metric
11991,,,,,64.0
11992,,,,,550
11993,,,,,Station count
11994,,,,,metric
11995,,,,,7.0
11996,,,,,550
11997,,,,,Current throughput
11998,,,,,metric
11999,,,,,38.210632
12000,,,,,550
12001,,,,,Fairness index
12002,,,,,metric
12003,,,,,0.903053
12004,,,,,550
12005,,,,,Observation 0
12006,,,,,metric
12007,,,,,0.5360222310821217
12008,,,,,550
12009,,,,,loss
12010,,,,,metric
12011,,,,,0.0019715044495023848
12012,,,,,550
12013,,,,,Observation 1
12014,,,,,metric
12015,,,,,0.023269010565926868
12016,,,,,550
12017,,,,,loss
12018,,,,,metric
12019,,,,,0.0019715044495023848
12020,,,,,551
12021,,,,,Round reward
12022,,,,,metric
12023,,,,,0.50634765625
12024,,,,,551
12025,,,,,Per-ep reward
12026,,,,,metric
12027,,,,,268.706787109375
12028,,,,,551
12029,,,,,Megabytes sent
12030,,,,,metric
12031,,,,,95.64385944604874
12032,,,,,551
12033,,,,,Round megabytes sent
12034,,,,,metric
12035,,,,,0.379761
12036,,,,,551
12037,,,,,Chosen CW
12038,,,,,metric
12039,,,,,64.0
12040,,,,,551
12041,,,,,Station count
12042,,,,,metric
12043,,,,,7.0
12044,,,,,551
12045,,,,,Current throughput
12046,,,,,metric
12047,,,,,38.232975
12048,,,,,551
12049,,,,,Fairness index
12050,,,,,metric
12051,,,,,0.90503
12052,,,,,551
12053,,,,,Observation 0
12054,,,,,metric
12055,,,,,0.536188972791036
12056,,,,,551
12057,,,,,loss
12058,,,,,metric
12059,,,,,0.0019715044495023848
12060,,,,,551
12061,,,,,Observation 1
12062,,,,,metric
12063,,,,,0.023312250985794036
12064,,,,,551
12065,,,,,loss
12066,,,,,metric
12067,,,,,0.0019715044495023848
12068,,,,,552
12069,,,,,Round reward
12070,,,,,metric
12071,,,,,0.551025390625
12072,,,,,552
12073,,,,,Per-ep reward
12074,,,,,metric
12075,,,,,269.2578125
12076,,,,,552
12077,,,,,Megabytes sent
12078,,,,,metric
12079,,,,,96.05712845921516
12080,,,,,552
12081,,,,,Round megabytes sent
12082,,,,,metric
12083,,,,,0.413269
12084,,,,,552
12085,,,,,Chosen CW
12086,,,,,metric
12087,,,,,64.0
12088,,,,,552
12089,,,,,Station count
12090,,,,,metric
12091,,,,,7.0
12092,,,,,552
12093,,,,,Current throughput
12094,,,,,metric
12095,,,,,38.266483
12096,,,,,552
12097,,,,,Fairness index
12098,,,,,metric
12099,,,,,0.906814
12100,,,,,552
12101,,,,,Observation 0
12102,,,,,metric
12103,,,,,0.5363380266229312
12104,,,,,552
12105,,,,,loss
12106,,,,,metric
12107,,,,,0.0019715044495023848
12108,,,,,552
12109,,,,,Observation 1
12110,,,,,metric
12111,,,,,0.023247714527855054
12112,,,,,552
12113,,,,,loss
12114,,,,,metric
12115,,,,,0.0019715044495023848
12116,,,,,553
12117,,,,,Round reward
12118,,,,,metric
12119,,,,,0.521240234375
12120,,,,,553
12121,,,,,Per-ep reward
12122,,,,,metric
12123,,,,,269.779052734375
12124,,,,,553
12125,,,,,Megabytes sent
12126,,,,,metric
12127,,,,,96.44805845618248
12128,,,,,553
12129,,,,,Round megabytes sent
12130,,,,,metric
12131,,,,,0.39093
12132,,,,,553
12133,,,,,Chosen CW
12134,,,,,metric
12135,,,,,64.0
12136,,,,,553
12137,,,,,Station count
12138,,,,,metric
12139,,,,,7.0
12140,,,,,553
12141,,,,,Current throughput
12142,,,,,metric
12143,,,,,38.244144
12144,,,,,553
12145,,,,,Fairness index
12146,,,,,metric
12147,,,,,0.9088
12148,,,,,553
12149,,,,,Observation 0
12150,,,,,metric
12151,,,,,0.5363992741703987
12152,,,,,553
12153,,,,,loss
12154,,,,,metric
12155,,,,,0.0019715044495023848
12156,,,,,553
12157,,,,,Observation 1
12158,,,,,metric
12159,,,,,0.02323591632732202
12160,,,,,553
12161,,,,,loss
12162,,,,,metric
12163,,,,,0.0019715044495023848
12164,,,,,554
12165,,,,,Round reward
12166,,,,,metric
12167,,,,,0.521240234375
12168,,,,,554
12169,,,,,Per-ep reward
12170,,,,,metric
12171,,,,,270.30029296875
12172,,,,,554
12173,,,,,Megabytes sent
12174,,,,,metric
12175,,,,,96.8389884531498
12176,,,,,554
12177,,,,,Round megabytes sent
12178,,,,,metric
12179,,,,,0.39093
12180,,,,,554
12181,,,,,Chosen CW
12182,,,,,metric
12183,,,,,64.0
12184,,,,,554
12185,,,,,Station count
12186,,,,,metric
12187,,,,,7.0
12188,,,,,554
12189,,,,,Current throughput
12190,,,,,metric
12191,,,,,38.25531
12192,,,,,554
12193,,,,,Fairness index
12194,,,,,metric
12195,,,,,0.910657
12196,,,,,554
12197,,,,,Observation 0
12198,,,,,metric
12199,,,,,0.5365645921230315
12200,,,,,554
12201,,,,,loss
12202,,,,,metric
12203,,,,,0.0019715044495023848
12204,,,,,554
12205,,,,,Observation 1
12206,,,,,metric
12207,,,,,0.02328100743320245
12208,,,,,554
12209,,,,,loss
12210,,,,,metric
12211,,,,,0.0019715044495023848
12212,,,,,555
12213,,,,,Round reward
12214,,,,,metric
12215,,,,,0.4169921875
12216,,,,,555
12217,,,,,Per-ep reward
12218,,,,,metric
12219,,,,,270.71728515625
12220,,,,,555
12221,,,,,Megabytes sent
12222,,,,,metric
12223,,,,,97.15173244476318
12224,,,,,555
12225,,,,,Round megabytes sent
12226,,,,,metric
12227,,,,,0.312744
12228,,,,,555
12229,,,,,Chosen CW
12230,,,,,metric
12231,,,,,64.0
12232,,,,,555
12233,,,,,Station count
12234,,,,,metric
12235,,,,,7.0
12236,,,,,555
12237,,,,,Current throughput
12238,,,,,metric
12239,,,,,38.188293
12240,,,,,555
12241,,,,,Fairness index
12242,,,,,metric
12243,,,,,0.912104
12244,,,,,555
12245,,,,,Observation 0
12246,,,,,metric
12247,,,,,0.5367939578493437
12248,,,,,555
12249,,,,,loss
12250,,,,,metric
12251,,,,,0.0019715044495023848
12252,,,,,555
12253,,,,,Observation 1
12254,,,,,metric
12255,,,,,0.023163774636509735
12256,,,,,555
12257,,,,,loss
12258,,,,,metric
12259,,,,,0.0019715044495023848
12260,,,,,556
12261,,,,,Round reward
12262,,,,,metric
12263,,,,,0.50634765625
12264,,,,,556
12265,,,,,Per-ep reward
12266,,,,,metric
12267,,,,,271.2236328125
12268,,,,,556
12269,,,,,Megabytes sent
12270,,,,,metric
12271,,,,,97.53149345517159
12272,,,,,556
12273,,,,,Round megabytes sent
12274,,,,,metric
12275,,,,,0.379761
12276,,,,,556
12277,,,,,Chosen CW
12278,,,,,metric
12279,,,,,64.0
12280,,,,,556
12281,,,,,Station count
12282,,,,,metric
12283,,,,,7.0
12284,,,,,556
12285,,,,,Current throughput
12286,,,,,metric
12287,,,,,38.188293
12288,,,,,556
12289,,,,,Fairness index
12290,,,,,metric
12291,,,,,0.91361
12292,,,,,556
12293,,,,,Observation 0
12294,,,,,metric
12295,,,,,0.5372261943419774
12296,,,,,556
12297,,,,,loss
12298,,,,,metric
12299,,,,,0.0019715044495023848
12300,,,,,556
12301,,,,,Observation 1
12302,,,,,metric
12303,,,,,0.023374700866781267
12304,,,,,556
12305,,,,,loss
12306,,,,,metric
12307,,,,,0.0019715044495023848
12308,,,,,557
12309,,,,,Round reward
